id,created_at,updated_at,source_key,pdf_stem,pdf_filename,year,exam_type,exam_session,is_secondary_language,exam_part,problem_number,sub_part,statement_text,solution_text,max_points,formula_image_urls,figure_urls,has_figure,difficulty_level,topic_tags,human_reviewed,reviewed_by,reviewed_at,ocr_used,notes,problem_image_url
932c4854-9aab-4f2e-8ec6-68617adeb672,2026-03-28 16:46:29.856214+00,2026-04-13 12:15:16.731336+00,k_mat_09maj_fl__014__a,k_mat_09maj_fl,k_mat_09maj_fl.pdf,2009,kozep,majus,false,II,14,a,"Egy vetélkedőn részt vevő versenyzők érkezéskor sorszámot húznak egy urnából. Az
urnában 50 egyforma gömb van. Minden egyes gömbben egy-egy szám van, ezek
különböző egész számok 1-től 50-ig.
a)
Mekkora annak a valószínűsége, hogy az elsőnek érkező versenyző héttel
osztható sorszámot húz?
A vetélkedő győztesei között jutalomként könyvutalványt szerettek volna szétosztani a
szervezők. A javaslat szerint Anna, Bea, Csaba és Dani kapott volna jutalmat, az egyes
jutalmak aránya az előbbi sorrendnek megfelelően
. Közben kiderült, hogy
4
:
3
:
2
:
1
akinek a teljes jutalom ötödét szánták, önként lemond az utalványról. A zsűri úgy
döntött, hogy a neki szánt 16 000 forintos utalványt is szétosztják a másik három
versenyző között úgy, hogy az ő jutalmaik közötti arány ne változzon.",null,12,[],[],false,null,"[""valoszinuseg"",""szovegfeladas"",""szamok-muveletek""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_09maj_fl/crops/k_mat_09maj_fl_prob_014.png
7aa58bd7-0b37-4d0d-a49c-7909f6e8d2c1,2026-03-28 16:46:31.442844+00,2026-04-13 12:16:46.56156+00,e_mat_09maj_fl__009__b,e_mat_09maj_fl,e_mat_09maj_fl.pdf,2009,emelt,majus,false,II,9,b,"Öt egyetemista: Bence, Kati, Márti, Pali és Zoli nyáron munkát szeretne vállalni egy
üdülőhelyen. A helyi újságban több megfelelőnek látszó munkahelyet is találtak,
mégpedig a következőket: három éttermet, amelyekbe csak fiúkat, két fodrászatot,
amelyekbe csak lányokat vesznek fel és két fagyizót, amelyekbe viszont alkalmaznak
fiúkat és lányokat is. (Egyik munkahelyen sincs létszámkorlátozás.)

b)
Hányféleképpen helyezkedhet el az öt fiatal, ha a 2 lány nem akar ugyanazon a
munkahelyen dolgozni, és a 3 fiú közül is bármelyik kettő különböző
munkahelyre szeretne menni?
Bence, Kati, Pali és Zoli asztaliteniszben körmérkőzést akarnak játszani. (A körmérkő-
zés azt jelenti, hogy mindenki mindenkivel pontosan egy mérkőzést játszik.) Az első
este csak három mérkőzést játszanak le.",null,16,[],[],false,null,"[""kombinatorika"",""grafelmelet"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/e_mat_09maj_fl/crops/e_mat_09maj_fl_prob_009.png
17593b69-3d3d-4649-8b8f-71ded51748af,2026-03-28 16:46:33.603777+00,2026-04-13 12:18:22.595434+00,e_mat_08okt_fl__009__b,e_mat_08okt_fl,e_mat_08okt_fl.pdf,2008,emelt,oktober,false,II,9,b,"Egy bank a „Gondoskodás” nevű megtakarítási formáját ajánlja újszülöttek családjának.
A megtakarításra vállalkozó családok a gyermek születését követő év első banki napján
számlát nyithatnak 100 000 forint összeggel. Minden következő év első banki napján
szintén 100 000 forintot kell befizetniük a számlára. Az utolsó befizetés annak az évnek
az első banki napján történhet, amely évben a gyermekük betölti a 18. életévét.
A bank év végén a számlán lévő összeg után évi 8%-os kamatot ad, amit a következő év
első banki napjára ír jóvá.
A gyermek a 18. születésnapját követő év első banki napján férhet hozzá a számlához.

b)
Ebben az esetben mekkora összeget vehet fel alkalmanként? A válaszát egész
forintra kerekítse!

a)
b)
Ö.:",null,16,[],[],false,null,"[""penzugyi-matematika"",""sorozatok"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/e_mat_08okt_fl/crops/e_mat_08okt_fl_prob_009.png
03ea3ef4-99a8-419a-8dda-b12204b45302,2026-03-28 16:46:34.31387+00,2026-04-13 12:18:43.685118+00,k_mat_08maj_fl__012__,k_mat_08maj_fl,k_mat_08maj_fl.pdf,2008,kozep,majus,false,I,12,null,"Egy fordítóiroda angol és német fordítást vállal. Az irodában 50 fordító dolgozik,
akiknek 70%-a angol nyelven, 50%-a német nyelven fordít.
Hány fordító dolgozik mindkét nyelven? Válaszát indokolja!

A mindkét nyelven fordítók
száma:
A",null,3,[],[],false,null,"[""halmazok"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_08maj_fl/crops/k_mat_08maj_fl_prob_012.png
b1854095-5a21-446f-b032-f33aacdcd05e,2026-03-28 16:46:34.50715+00,2026-04-13 12:19:02.288127+00,k_mat_08maj_fl__014__b,k_mat_08maj_fl,k_mat_08maj_fl.pdf,2008,kozep,majus,false,II,14,b,"Adott a koordináta-rendszerben az (
)
9 −
középpontú, 10 egység sugarú kör.
8
;
A

Írja fel a kör (
)
1 −
pontjában húzható érintőjének egyenletét!
b)
2
;
P
Adja meg ennek az érintőnek az iránytangensét (meredekségét)!

a)
b)
Ö.:",null,12,[],[],false,null,"[""koordinata-geometria"",""egyenletek""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_08maj_fl/crops/k_mat_08maj_fl_prob_014.png
952b65ac-0adb-4f0e-9a39-0fe85ea13235,2026-03-28 16:46:34.766892+00,2026-04-13 12:19:20.365825+00,k_mat_08maj_fl__016__b,k_mat_08maj_fl,k_mat_08maj_fl.pdf,2008,kozep,majus,false,II,16,b,"Egy facölöp egyik végét csonka kúp alakúra, másik végét forgáskúp alakúra formálták.
(Így egy forgástestet kaptunk.) A középső, forgáshenger alakú rész hossza 60 cm és
átmérője 12 cm. A csonka kúp alakú rész magassága 4 cm, a csonka kúp fedőlapja
pedig 8 cm átmérőjű. Az elkészült cölöp teljes hossza 80 cm.

Hány m2 felületet kell belakkozni, ha 5000 cölöpöt gyártottak?
b)
(Válaszát egész m2-re kerekítve adja meg!)

a)
b)
Ö.:
A 16-18. feladatok közül tetszés szerint választott kettőt kell megoldania, a
kihagyott feladat sorszámát írja be a 3. oldalon lévő üres négyzetbe!",null,17,[],[],false,null,"[""geometria-ter"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_08maj_fl/crops/k_mat_08maj_fl_prob_016.png
d9464ade-973a-4039-8f62-f48ceb872aa1,2026-03-28 16:46:35.141956+00,2026-04-13 12:19:41.747625+00,e_mat_08maj_fl__001__a,e_mat_08maj_fl,e_mat_08maj_fl.pdf,2008,emelt,majus,false,I,1,a,"Anett és Berta egy írott szöveget figyelmesen átolvasott. Anett 24 hibát talált benne,
Berta 30-at. Ezek között 12 hiba volt csak, amit mindketten észrevettek. Később Réka is
átnézte ugyanazt a – javítatlan – szöveget, és ő is 30 hibát talált. Réka az Anett által
megtalált hibákból 8-at vett észre, a Berta által észleltekből 11-et. Mindössze 5 olyan
hiba volt, amit mind a hárman észrevettek.
a)
Együtt összesen a szöveg hány hibáját fedezték fel?",null,13,[],[],false,null,"[""halmazok"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/e_mat_08maj_fl/crops/e_mat_08maj_fl_prob_001.png
dff7770e-2030-468c-9258-6346eeccc723,2026-03-28 16:45:08.078952+00,2026-04-13 08:15:52.51849+00,k_mat_22okt_fl__010__,k_mat_22okt_fl,k_mat_22okt_fl.pdf,2022,kozep,oktober,false,I,10,null,"Számítsa ki az alábbi háromszögben a 30°-os szöggel szemközti oldal hosszát!
Megoldását részletezze!",null,2,[],[],false,null,"[""geometria-sik"",""trigonometria""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_22okt_fl/crops/k_mat_22okt_fl_prob_010.png
232b02c2-ee74-459b-89f5-057c96dd735d,2026-03-28 16:46:30.369844+00,2026-04-13 12:15:33.211931+00,k_mat_09maj_fl__018__a,k_mat_09maj_fl,k_mat_09maj_fl.pdf,2009,kozep,majus,false,II,18,a,"Egy ruházati nagykereskedés raktárában az egyik fajta szövetkabátból már csak 20
darab azonos méretű és azonos színű kabát maradt; ezek között 9 kabáton apró szövési
hibák fordulnak elő. A nagykereskedés eredetileg darabonként 17 000 Ft-ért árulta a
hibátlan és 11 000 Ft-ért a szövési hibás kabátokat. A megmaradt 20 kabát darabját
azonban már egységesen 14 000 Ft-ért kínálja.
Egy kiskereskedő megvásárolt 15 darab kabátot a megmaradtakból. Ezeket egyenlő
valószínűséggel választja ki a 20 kabát közül.
a)
Számítsa ki, mekkora annak a valószínűsége, hogy a kiválasztott kabátok között
legfeljebb 5 olyan van, ami szövési hibás! (A valószínűséget három
tizedesjegyre kerekítve adja meg!)",null,17,[],[],false,null,"[""valoszinuseg"",""kombinatorika"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_09maj_fl/crops/k_mat_09maj_fl_prob_018.png
6b424ddb-e15d-47bd-af42-2ecb9f2f9cae,2026-03-28 16:46:35.735993+00,2026-04-13 12:20:16.977885+00,e_mat_08maj_fl__009__a,e_mat_08maj_fl,e_mat_08maj_fl.pdf,2008,emelt,majus,false,II,9,a,"Klári teasüteményt sütött. A meggyúrt tésztát olyan „téglatest” alakúra nyújtotta ki,
amelynek a felülről látható lapja 30 cm × 60 cm méretű téglalap.
Majd egy henger alakú szaggatóval (határoló körének sugara 3 cm) „körlapokat” vágott
ki a tésztából.
Ezután a körlapokból először „holdacskákat” vágott le úgy, hogy a szaggató határoló
körének középpontját a már kivágott körlap középpontjától 2 cm távolságra helyezte el,
és így vágott bele a körlapba. (Minden bevágásnál csakis egy körlapot vágott ketté.)
Miután minden körlapból levágott egy „holdacskát”, a
körlapokból visszamaradt részek mindegyikéből – egy
másik
szaggatóval
–
kivágott
egy-egy
lehető
legnagyobb körlap alakú süteményt.

Hány cm2 területű egy „holdacska” felülről látható felülete? (Az eredményt egy
a)
tizedes jegyre kerekítve adja meg!)
Klári a „holdacskák” és a kis körlapok elkészítése után visszamaradt tésztát ismét
összegyúrta, majd ugyanolyan vastagságúra nyújtotta ki, mint az első esetben, de most
négyzet alakú lett a kinyújtott tészta.",null,16,[],[],false,null,"[""geometria-sik"",""szovegfeladas"",""egyenletek""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/e_mat_08maj_fl/crops/e_mat_08maj_fl_prob_009.png
f3c77040-8e45-419e-8299-a01e9c28859f,2026-03-28 16:45:07.656498+00,2026-04-13 08:15:58.27569+00,k_mat_22okt_fl__002__,k_mat_22okt_fl,k_mat_22okt_fl.pdf,2022,kozep,oktober,false,I,2,null,"Hány olyan háromjegyű pozitív egész szám van, melynek mindhárom számjegye
nagyobb 5-nél?",null,2,[],[],false,null,"[""kombinatorika""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_22okt_fl/crops/k_mat_22okt_fl_prob_002.png
41150cf8-8330-4f7c-a87e-38f218d72698,2026-03-28 16:46:30.988681+00,2026-04-13 12:15:57.116423+00,e_mat_09maj_fl__006__b,e_mat_09maj_fl,e_mat_09maj_fl.pdf,2009,emelt,majus,false,II,6,b,"Egy nagyvárosban a helyi járatokon olyan buszjegyet kell érvényesíteni, amelyen egy
3x3-as négyzetben 1–9-ig szerepelnek a számok (lásd 1. ábra).
A jegy érvényesítésekor a jegykezelő automata a kilenc mezőből mindig pontosan
hármat lyukaszt ki.

Rajzoljon a 2. ábrán megadott mezőbe egy olyan lyukasztást, amelyen a ki nem
b)
lyukasztott hat kis négyzetlap olyan tartományt fed le, amelynek pontosan egy
szimmetriatengelye van! (A mezőkre nyomtatott számoktól most eltekintünk.)
Rajzolja be a szimmetriatengelyt!
Két kisiskolás a buszra várakozva beszélget. Áron azt mondja, hogy szeretné, ha a
buszjegyen kilyukasztott három szám mindegyike prím lenne. Zita pedig azt reméli,
hogy a számok összege 13 lesz.",null,16,[],[],false,null,"[""kombinatorika"",""valoszinuseg"",""geometria-sik"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/e_mat_09maj_fl/crops/e_mat_09maj_fl_prob_006.png
8533bb35-2bfc-4084-a0d6-4bbcb58c2997,2026-03-28 16:45:08.175548+00,2026-04-13 08:16:04.34466+00,k_mat_22okt_fl__012__,k_mat_22okt_fl,k_mat_22okt_fl.pdf,2022,kozep,oktober,false,I,12,null,"Egy szabályos dobókockával kétszer dobunk. Mennyi a valószínűsége annak, hogy a két
dobott szám szorzata 6 lesz? Megoldását részletezze!

A valószínűség:
A",null,2,[],[],false,null,"[""valoszinuseg""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_22okt_fl/crops/k_mat_22okt_fl_prob_012.png
07be8beb-3ec9-46b7-8b76-c82fa6a2aaaf,2026-03-28 16:46:31.293152+00,2026-04-13 12:16:30.620934+00,e_mat_09maj_fl__008__b,e_mat_09maj_fl,e_mat_09maj_fl.pdf,2009,emelt,majus,false,II,8,b,"A K középpontú és R sugarú kört kívülről érinti az O középpontú és r sugarú kör (R>r).
A KO egyenes a nagy kört A és E, a kis kört E és D pontokban metszi. Forgassuk el a
KO egyenest az E pont körül α  hegyesszöggel! Az elforgatott egyenes a nagy kört az
E-től különböző B pontban, a kis kört C pontban metszi.
α
⋅
+
⋅
=
Igazolja, hogy az ABC háromszög területe
2
sin
)
(
r
R
R
t
!
b)",null,16,[],[],false,null,"[""geometria-sik"",""trigonometria"",""bizonyitasok"",""differencialszamitas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/e_mat_09maj_fl/crops/e_mat_09maj_fl_prob_008.png
3c2d1745-4ec8-4721-a9c0-e9bdf8f591ef,2026-03-28 16:46:32.632999+00,2026-04-13 12:17:37.48856+00,k_mat_08okt_fl__018__a,k_mat_08okt_fl,k_mat_08okt_fl.pdf,2008,kozep,oktober,false,II,18,a,"Az autókereskedés parkolójában 1–25-ig számozott hely van. Minden beérkező autó
véletlenszerűen kap parkolóhelyszámot.
a) Az üres parkolóba elsőként beparkoló autó vezetőjének szerencseszáma a 7.
Mekkora annak a valószínűsége, hogy a kapott parkolóhelyszámnak van hetes
számjegye, vagy a szám hétnek többszöröse?
Május 10-én az üres parkolóba 25 kocsi érkezik: 12 ezüstszínű ötajtós, 4 piros
négyajtós, 2 piros háromajtós és 7 zöld háromajtós.",null,17,[],[],false,null,"[""valoszinuseg"",""kombinatorika"",""halmazok"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_08okt_fl/crops/k_mat_08okt_fl_prob_018.png
6cbbdfc3-2a28-4655-901a-951246bed6f5,2026-03-28 16:46:36.826192+00,2026-04-13 12:20:28.136357+00,k_mat_07okt_fl__015__b,k_mat_07okt_fl,k_mat_07okt_fl.pdf,2007,kozep,oktober,false,II,15,b,"Egy négyzet és egy rombusz egyik oldala közös, a közös oldal 13 cm hosszú. A négyzet
és a rombusz területének az aránya  2 : 1.

b)
Mekkorák a rombusz szögei?",null,12,[],[],false,null,"[""geometria-sik"",""trigonometria""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_07okt_fl/crops/k_mat_07okt_fl_prob_015.png
d88b6e7f-88df-4e43-86a8-f5a32f8c6de8,2026-03-28 16:46:39.226282+00,2026-04-13 12:22:25.913896+00,k_mat_07maj_fl__014__c,k_mat_07maj_fl,k_mat_07maj_fl.pdf,2007,kozep,majus,false,II,14,c,"A városi középiskolás egyéni teniszbajnokság egyik csoportjába hatan kerültek: András,
Béla, Csaba, Dani, Ede és Feri. A versenykiírás szerint bármely két fiúnak pontosan
egyszer kell játszania egymással. Eddig András már játszott Bélával, Danival és Ferivel.
Béla játszott már Edével is. Csaba csak Edével játszott, Dani pedig Andráson kívül csak
Ferivel. Ede és Feri egyaránt két mérkőzésen van túl.

c) Hány olyan sorrend alakulhat ki, ahol a hat versenyző közül Dani az első két hely
valamelyikén végez?

a)
b)
c)
Ö.:",null,12,[],[],false,null,"[""grafelmelet"",""kombinatorika"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_07maj_fl/crops/k_mat_07maj_fl_prob_014.png
0a030aa9-3344-4e21-b9bb-cc160259073f,2026-03-28 16:45:09.937768+00,2026-04-13 08:16:11.938458+00,e_mat_22okt_fl__002__a,e_mat_22okt_fl,e_mat_22okt_fl.pdf,2022,emelt,oktober,false,I,2,a,"Oldja meg az alábbi egyenleteket a valós számok halmazán!
2
2
sin
3cos
x
x
a)
=",null,14,[],[],false,null,"[""trigonometria"",""egyenletek"",""exponencialis""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/e_mat_22okt_fl/crops/e_mat_22okt_fl_prob_002.png
464d4374-1ef8-48f4-bb0a-76c1379b8cea,2026-03-28 16:46:20.829489+00,2026-04-13 08:16:16.375836+00,k_mat_11maj_fl__011__,k_mat_11maj_fl,k_mat_11maj_fl.pdf,2011,kozep,majus,false,I,11,null,"Melyik a 201-edik pozitív páros szám? Válaszát indokolja!

a 201-edik pozitív
páros szám:
................",null,2,[],[],false,null,"[""sorozatok"",""szamelmelet""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_11maj_fl/crops/k_mat_11maj_fl_prob_011.png
e109a30f-5e8a-46f4-9169-227268fce68e,2026-03-28 16:46:31.346701+00,2026-04-13 12:16:35.659369+00,e_mat_09maj_fl__008__c,e_mat_09maj_fl,e_mat_09maj_fl.pdf,2009,emelt,majus,false,II,8,c,"A K középpontú és R sugarú kört kívülről érinti az O középpontú és r sugarú kör (R>r).
A KO egyenes a nagy kört A és E, a kis kört E és D pontokban metszi. Forgassuk el a
KO egyenest az E pont körül α  hegyesszöggel! Az elforgatott egyenes a nagy kört az
E-től különböző B pontban, a kis kört C pontban metszi.

Mekkora α  szögnél lesz az ABC háromszög területe maximális, adott R és r
c)
esetén?

a)
b)
c)
Ö.:
Az 5-9. feladatok közül tetszés szerint választott négyet kell megoldania, a
kihagyott feladat sorszámát írja be a 3. oldalon található üres négyzetbe!",null,16,[],[],false,null,"[""geometria-sik"",""trigonometria"",""bizonyitasok"",""differencialszamitas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/e_mat_09maj_fl/crops/e_mat_09maj_fl_prob_008.png
d53875a4-6a06-465f-aa51-2fb609a4506d,2026-03-28 16:46:33.363775+00,2026-04-13 12:18:06.9873+00,e_mat_08okt_fl__006__c,e_mat_08okt_fl,e_mat_08okt_fl.pdf,2008,emelt,oktober,false,II,6,c,"Egy középiskola 12. osztályának egyik csoportjában minden tanuló olyan matematika
dolgozatot írt, amelyben 100 pont volt az elérhető maximális pontszám. A csoport
eredményéről a következőket tudjuk: 5 tanuló maximális pontot kapott a dolgozatára,
minden tanuló elért legalább 60 pontot, és a dolgozatok pontátlaga 76 pont volt. Minden
tanuló egész pontszámmal értékelt dolgozatot írt.

c)
Hányféleképpen valósulhatott ez meg? (A csoport két eredményét akkor
tekintjük különbözőnek, ha a csoport legalább egy tanulójának különböző a
dolgozatra kapott pontszáma a két esetben.)

a)
b)
c)
Ö.:
Az 5-9. feladatok közül tetszés szerint választott négyet kell megoldania, a
kihagyott feladat sorszámát írja be a 3. oldalon található üres négyzetbe!",null,16,[],[],false,null,"[""statisztika"",""kombinatorika"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/e_mat_08okt_fl/crops/e_mat_08okt_fl_prob_006.png
437f6221-0a38-4f63-af03-bf483a16cc59,2026-03-28 16:46:35.33284+00,2026-04-13 12:19:51.64063+00,e_mat_08maj_fl__004__,e_mat_08maj_fl,e_mat_08maj_fl.pdf,2008,emelt,majus,false,I,4,null,"Egy urnában csak piros, zöld és kék golyók vannak. A piros golyók száma 18.
Egy golyó kihúzása esetén annak a valószínűsége, hogy nem piros golyót (azaz zöldet
1 -del kisebb, mint azé, hogy zöld vagy piros golyót húzunk.
vagy kéket) húzunk 15
11 -szer nagyobb,
Annak a valószínűsége viszont, hogy kék vagy piros golyót húzunk 10
mint annak a valószínűsége, hogy zöld vagy piros golyót húzunk.
Hány zöld és hány kék golyó van az urnában?

Ö.:
Az 5-9. feladatok közül tetszés szerint választott négyet kell megoldania, a
kihagyott feladat sorszámát írja be a 3. oldalon található üres négyzetbe!",null,14,[],[],false,null,"[""valoszinuseg"",""egyenletek"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/e_mat_08maj_fl/crops/e_mat_08maj_fl_prob_004.png
53e9dfbe-1869-4ee1-8d50-6bbbff99ea1c,2026-03-28 16:46:36.881428+00,2026-04-13 12:20:32.241342+00,k_mat_07okt_fl__015__c,k_mat_07okt_fl,k_mat_07okt_fl.pdf,2007,kozep,oktober,false,II,15,c,"Egy négyzet és egy rombusz egyik oldala közös, a közös oldal 13 cm hosszú. A négyzet
és a rombusz területének az aránya  2 : 1.

c)
Milyen hosszú a rombusz hosszabbik átlója? A választ két tizedesjegyre
kerekítve adja meg!

a)
b)
c)
Ö.:
B
A 16-18. feladatok közül tetszés szerint választott kettőt kell megoldania, a
kihagyott feladat sorszámát írja be a 3. oldalon lévő üres négyzetbe!",null,12,[],[],false,null,"[""geometria-sik"",""trigonometria""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_07okt_fl/crops/k_mat_07okt_fl_prob_015.png
0be887ef-b9e6-4a25-9f58-9e21a31c7b15,2026-03-28 16:46:38.230842+00,2026-04-13 12:21:29.627834+00,e_mat_07okt_fl__008__b,e_mat_07okt_fl,e_mat_07okt_fl.pdf,2007,emelt,oktober,false,II,8,b,"Hat úszó: A, B, C, D, E és F indul a 100 méteres pillangóúszás döntőjében. Egy
fogadóirodában ennek a döntőnek az első, a második és a hármadik helyezettjére lehet
tippelni egy szelvényen. Az a fogadószelvény érvényes, amelyen megnevezték az első,
a második és a harmadik helyezettet. Ha a fogadó valamelyik helyezésre nem ír tippet,
vagy a hat induló nevén kívül más nevet is beír, vagy egy nevet többször ír be, akkor
szelvénye érvénytelen. Holtverseny nincs, és nem is lehet rá fogadni.

b)
Ha egy fogadó az összes lehetséges esetre egy-egy érvényes szelvénnyel
fogadott, akkor hány darab legalább egytalálatos szelvénye lett? (Egy
szelvényen annyi találat van, ahány versenyző helyezése megegyezik a
szelvényre írt tippel.)

a)
b)

Ö.:
Az 5-9. feladatok közül tetszés szerint választott négyet kell megoldania, a
kihagyott feladat sorszámát írja be a 3. oldalon található üres négyzetbe!",null,16,[],[],false,null,"[""kombinatorika"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/e_mat_07okt_fl/crops/e_mat_07okt_fl_prob_008.png
94854195-5149-49a7-908d-8f5f8dbd6093,2026-03-28 16:45:09.789868+00,2026-04-13 08:16:22.339957+00,e_mat_22okt_fl__001__a,e_mat_22okt_fl,e_mat_22okt_fl.pdf,2022,emelt,oktober,false,I,1,a,"Adott a C(–6; –2) és a P(–3; 2) pont.
a) Írja fel a C középpontú, P ponton átmenő k kör egyenletét!",null,11,[],[],false,null,"[""koordinata-geometria"",""geometria-sik""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/e_mat_22okt_fl/crops/e_mat_22okt_fl_prob_001.png
e99c6af6-31b8-4137-8514-f827a719a1f8,2026-03-28 16:46:36.983438+00,2026-04-13 12:20:44.142871+00,k_mat_07okt_fl__016__b,k_mat_07okt_fl,k_mat_07okt_fl.pdf,2007,kozep,oktober,false,II,16,b,"Egy televíziós vetélkedőn 20 játékos vesz részt. A műsorvezető kérdésére a lehetséges
három válasz közül kell a játékosoknak az egyetlen helyes megoldást kiválasztani,
melyet az  A, a  B vagy a  C gomb megnyomásával jelezhetnek. A vetélkedő három
fordulóból áll, minden fordulóban négy kérdésre kell válaszolni. Amelyik versenyző
hibásan válaszol, 0 pontot kap. A helyes válaszért annyi pont jár, ahány helytelen válasz
született (pl. ha Péter jól válaszol és 12-en hibáznak, akkor Péter 12 pontot szerez).

b)
Hány százalékkal növekedett volna Anikó összpontszáma az első
fordulóban, ha a második kérdésre is jól válaszolt volna? (A többi játékos
válaszát változatlannak képzeljük.)",null,17,[],[],false,null,"[""valoszinuseg"",""statisztika"",""szovegfeladas"",""kombinatorika""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_07okt_fl/crops/k_mat_07okt_fl_prob_016.png
465fb602-78bf-4b05-a7f2-328d9904ebaf,2026-03-28 16:46:39.622766+00,2026-04-13 14:46:19.930198+00,k_mat_07maj_fl__017__b,k_mat_07maj_fl,k_mat_07maj_fl.pdf,2007,kozep,majus,false,II,17,b,"Egy gimnáziumban 50 diák tanulja emelt szinten a biológiát. Közülük 30-an
tizenegyedikesek és 20-an tizenkettedikesek. Egy felmérés alkalmával a tanulóktól azt
kérdezték, hogy hetente átlagosan hány órát töltenek a biológia házi feladatok
megoldásával. A táblázat a válaszok összesített eloszlását mutatja.
A biológia házi feladatok megoldásával
0-2
2-4
4-6
6-8
8-10
hetente eltöltött órák száma*
Tanulók száma
3
11
17
15
4
* A tartományokhoz az alsó határ hozzátartozik, a felső nem.

b)
Átlagosan hány órát tölt a biológia házi feladatok megoldásával hetente ez az 50
tanuló?
Az egyes időintervallumok esetében a középértékekkel (1, 3, 5, 7 és 9 órával)
számoljon!
Egy újságíró két tanulóval szeretne interjút készíteni. Ezért a biológiát emelt szinten
tanuló 50 diák névsorából véletlenszerűen kiválaszt két nevet.",null,17,[],[],false,null,"[""statisztika"",""valoszinuseg"",""szovegfeladas""]",true,null,null,false,[AI:claude-sonnet-4-6],https://grdrmuauenfiewmoapvu.supabase.co/storage/v1/object/public/problem-images/k_mat_07maj_fl/crops/k_mat_07maj_fl_prob_017.png
